전출행정기관명_현재,강원특별자치도,강원특별자치도 강릉시,강원특별자치도 고성군,강원특별자치도 동해시,강원특별자치도 삼척시,강원특별자치도 속초시,강원특별자치도 양구군,강원특별자치도 양양군,강원특별자치도 영월군,강원특별자치도 원주시,강원특별자치도 인제군,강원특별자치도 정선군,강원특별자치도 철원군,강원특별자치도 춘천시,강원특별자치도 태백시,강원특별자치도 평창군,강원특별자치도 홍천군,강원특별자치도 화천군,강원특별자치도 횡성군,경기도,경기도 가평군,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 광명시,경기도 광주시,경기도 구리시,경기도 군포시,경기도 김포시,경기도 남양주시,경기도 동두천시,경기도 부천시,경기도 성남시 분당구,경기도 성남시 수정구,경기도 성남시 중원구,경기도 수원시 권선구,경기도 수원시 영통구,경기도 수원시 장안구,경기도 수원시 팔달구,경기도 시흥시,경기도 안산시 단원구,경기도 안산시 상록구,경기도 안성시,경기도 안양시 동안구,경기도 안양시 만안구,경기도 양주시,경기도 양평군,경기도 여주시,경기도 연천군,경기도 오산시,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 용인시 처인구,경기도 의왕시,경기도 의정부시,경기도 이천시,경기도 파주시,경기도 평택시,경기도 포천시,경기도 하남시,경기도 화성시,경상남도,경상남도 거제시,경상남도 거창군,경상남도 고성군,경상남도 김해시,경상남도 남해군,경상남도 밀양시,경상남도 사천시,경상남도 산청군,경상남도 양산시,경상남도 의령군,경상남도 진주시,경상남도 창녕군,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 성산구,경상남도 창원시 의창구,경상남도 창원시 진해구,경상남도 통영시,경상남도 하동군,경상남도 함안군,경상남도 함양군,경상남도 합천군,경상북도,경상북도 경산시,경상북도 경주시,경상북도 고령군,경상북도 구미시,경상북도 김천시,경상북도 문경시,경상북도 봉화군,경상북도 상주시,경상북도 성주군,경상북도 안동시,경상북도 영덕군,경상북도 영양군,경상북도 영주시,경상북도 영천시,경상북도 예천군,경상북도 울릉군,경상북도 울진군,경상북도 의성군,경상북도 청도군,경상북도 청송군,경상북도 칠곡군,경상북도 포항시 남구,경상북도 포항시 북구,광주광역시,광주광역시 광산구,광주광역시 남구,광주광역시 동구,광주광역시 북구,광주광역시 서구,대구광역시,대구광역시 군위군,대구광역시 남구,대구광역시 달서구,대구광역시 달성군,대구광역시 동구,대구광역시 북구,대구광역시 서구,대구광역시 수성구,대구광역시 중구,대전광역시,대전광역시 대덕구,대전광역시 동구,대전광역시 서구,대전광역시 유성구,대전광역시 중구,부산광역시,부산광역시 강서구,부산광역시 금정구,부산광역시 기장군,부산광역시 남구,부산광역시 동구,부산광역시 동래구,부산광역시 부산진구,부산광역시 북구,부산광역시 사상구,부산광역시 사하구,부산광역시 서구,부산광역시 수영구,부산광역시 연제구,부산광역시 영도구,부산광역시 중구,부산광역시 해운대구,서울특별시,서울특별시 강남구,서울특별시 강동구,서울특별시 강북구,서울특별시 강서구,서울특별시 관악구,서울특별시 광진구,서울특별시 구로구,서울특별시 금천구,서울특별시 노원구,서울특별시 도봉구,서울특별시 동대문구,서울특별시 동작구,서울특별시 마포구,서울특별시 서대문구,서울특별시 서초구,서울특별시 성동구,서울특별시 성북구,서울특별시 송파구,서울특별시 양천구,서울특별시 영등포구,서울특별시 용산구,서울특별시 은평구,서울특별시 종로구,서울특별시 중구,서울특별시 중랑구,세종특별자치시,울산광역시,울산광역시 남구,울산광역시 동구,울산광역시 북구,울산광역시 울주군,울산광역시 중구,인천광역시,인천광역시 강화군,인천광역시 계양구,인천광역시 남동구,인천광역시 동구,인천광역시 미추홀구,인천광역시 부평구,인천광역시 서구,인천광역시 연수구,인천광역시 옹진군,인천광역시 중구,전라남도,전라남도 강진군,전라남도 고흥군,전라남도 곡성군,전라남도 광양시,전라남도 구례군,전라남도 나주시,전라남도 담양군,전라남도 목포시,전라남도 무안군,전라남도 보성군,전라남도 순천시,전라남도 신안군,전라남도 여수시,전라남도 영광군,전라남도 영암군,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 진도군,전라남도 함평군,전라남도 해남군,전라남도 화순군,전라북도,전라북도 고창군,전라북도 군산시,전라북도 김제시,전라북도 남원시,전라북도 무주군,전라북도 부안군,전라북도 순창군,전라북도 완주군,전라북도 익산시,전라북도 임실군,전라북도 장수군,전라북도 전주시 덕진구,전라북도 전주시 완산구,전라북도 정읍시,전라북도 진안군,제주특별자치도,제주특별자치도 서귀포시,제주특별자치도 제주시,충청남도,충청남도 계룡시,충청남도 공주시,충청남도 금산군,충청남도 논산시,충청남도 당진시,충청남도 보령시,충청남도 부여군,충청남도 서산시,충청남도 서천군,충청남도 아산시,충청남도 예산군,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 청양군,충청남도 태안군,충청남도 홍성군,충청북도,충청북도 괴산군,충청북도 단양군,충청북도 보은군,충청북도 영동군,충청북도 옥천군,충청북도 음성군,충청북도 제천시,충청북도 증평군,충청북도 진천군,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 청원구,충청북도 청주시 흥덕구,충청북도 충주시
경기도 용인시 수지구,0,2,0,0,1,1,0,0,0,2,0,0,1,3,0,1,1,0,1,0,0,8,2,3,3,5,17,0,4,2,8,0,6,74,34,15,13,71,16,19,4,3,3,3,17,0,3,0,3,0,4,114,185,14,5,3,6,1,10,1,9,39,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,3,0,0,0,0,1,0,3,0,1,0,0,1,2,5,8,2,0,0,1,0,2,0,0,3,0,1,1,0,1,2,0,0,3,0,27,8,1,6,22,6,4,8,5,1,10,12,20,9,22,6,5,36,3,7,7,2,5,4,6,0,0,0,0,0,0,0,0,0,1,4,0,1,1,4,8,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,0,1,1,0,1,3,1,0,1,0,4,0,4,3,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,2,4,0
경기도 용인시 처인구,0,1,0,0,0,0,0,0,1,6,2,0,2,3,2,1,0,0,0,0,1,10,4,1,3,7,20,2,3,7,16,1,9,21,8,6,12,33,6,14,8,5,3,6,7,5,4,1,3,2,11,62,18,162,4,4,17,6,22,2,12,49,0,3,0,1,2,0,0,4,0,8,0,4,1,0,1,4,3,4,2,0,0,0,0,0,3,1,0,10,4,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,5,0,4,3,1,6,3,0,0,2,5,2,2,3,0,5,0,0,0,1,5,7,4,0,1,5,0,1,1,2,4,1,0,0,0,2,3,1,0,6,0,19,11,2,9,14,8,8,3,6,2,3,12,12,6,11,4,14,13,7,6,3,12,2,3,2,0,0,6,0,0,0,1,0,0,3,4,0,1,3,4,11,0,5,0,0,0,0,0,0,0,0,2,0,1,4,0,5,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,4,0,0,4,6,0,0,0,3,8,0,4,0,0,2,1,1,0,1,0,10,0,1,11,0,0,0,0,1,0,1,0,0,1,1,1,4,2,1,3,4,2
경기도 의왕시,0,1,0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,0,0,0,0,1,2,3,11,3,1,1,50,6,5,0,1,2,5,0,7,15,15,9,5,6,7,1,152,11,1,0,0,0,1,4,5,5,162,3,0,3,3,0,2,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,2,6,1,0,3,5,0,0,2,5,1,3,10,5,2,4,1,7,3,0,3,1,1,0,0,1,1,0,0,0,0,0,2,3,1,4,5,3,3,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
경기도 의정부시,0,0,0,2,0,2,0,0,0,6,4,0,4,11,1,0,1,3,0,0,2,10,9,6,0,1,4,8,1,5,37,16,10,3,9,6,4,5,3,3,11,2,2,2,4,4,172,4,0,2,6,8,6,3,0,468,3,11,15,28,9,20,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,3,0,0,1,0,0,0,4,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1,0,2,2,0,0,1,1,0,2,0,0,3,1,0,0,3,2,3,1,0,0,0,2,0,0,0,0,1,1,1,0,0,3,0,0,0,0,13,14,17,12,20,14,10,5,42,39,15,10,10,3,7,4,18,19,2,7,3,10,4,2,22,0,0,2,0,0,0,0,0,0,1,3,0,9,7,13,6,0,5,0,0,2,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,2,1,1,0,0,2,1,0,1,0,0,1,1,1,0,0,0,1,0,6,6,0,1,0,0,1,1,0,0,0,3,2,1,1,2,1,1,5,5
경기도 이천시,0,6,1,0,0,1,1,0,1,13,3,0,1,5,0,0,0,2,0,0,1,9,6,10,7,3,12,4,6,6,16,0,8,20,11,7,5,21,6,4,9,3,3,6,11,2,1,7,20,3,6,13,19,16,0,2,262,2,13,2,5,41,0,3,1,0,2,1,1,1,0,1,0,4,0,3,4,4,0,1,0,0,1,1,0,0,3,5,0,4,1,0,0,2,0,1,0,0,1,2,1,0,0,0,0,0,1,8,6,0,9,5,9,3,5,0,1,1,7,0,3,5,0,22,1,0,1,0,7,14,4,0,1,4,3,4,0,6,2,0,1,3,3,1,5,0,0,9,0,22,10,5,7,29,6,9,7,21,2,8,10,6,6,11,8,6,28,3,9,3,8,3,3,4,0,0,9,0,1,3,3,0,2,3,4,0,10,3,9,7,1,7,0,0,0,0,2,1,0,1,1,2,0,1,0,3,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,5,2,2,0,0,1,10,0,2,0,0,1,4,1,1,4,0,5,1,3,11,1,1,3,0,0,0,1,1,0,11,0,1,2,2,4,8,12,6
경기도 파주시,0,1,0,1,1,2,0,1,1,3,4,0,1,8,0,0,4,1,0,0,2,47,69,73,0,0,6,1,0,29,9,2,9,5,8,7,9,6,5,6,4,3,5,3,5,5,18,3,1,5,2,4,3,5,2,9,3,525,19,2,6,16,0,1,0,0,0,0,1,3,0,1,1,3,0,0,0,0,2,2,0,0,1,1,0,0,2,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,5,1,0,5,2,1,1,1,0,0,1,0,0,3,5,3,3,0,0,1,1,2,3,1,0,1,0,1,1,0,0,3,1,1,1,1,3,0,0,0,0,0,7,7,2,15,13,9,7,7,9,3,8,12,14,3,8,2,5,14,10,10,9,21,6,4,9,0,0,1,1,0,2,0,0,0,2,5,1,8,7,15,5,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,7,0,2,1,0,0,0,1,0,1,0,10,0,3,8,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,5,2,2
경기도 평택시,0,2,0,2,2,0,0,0,0,8,2,0,1,4,0,2,2,1,1,0,0,5,3,5,3,3,10,1,5,8,8,3,12,8,8,5,19,17,13,13,9,9,7,73,9,7,7,2,5,2,27,8,10,14,6,10,4,10,855,2,7,114,0,5,0,0,2,0,0,6,0,2,0,1,0,0,1,0,2,11,2,0,1,0,0,0,6,0,1,6,2,2,1,1,0,4,0,0,1,0,1,0,2,0,0,0,1,3,2,0,1,1,0,5,8,0,0,1,4,1,6,5,3,4,1,0,0,8,12,14,3,0,1,1,1,1,0,3,4,3,0,2,0,1,1,2,0,3,0,27,8,5,15,23,7,11,6,8,3,8,15,3,9,10,5,8,12,9,13,2,11,3,3,9,0,0,4,4,1,1,5,0,2,6,14,1,9,15,11,14,0,12,0,0,0,0,2,1,3,3,1,0,0,4,0,2,0,2,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,3,0,0,2,3,0,0,0,1,1,0,1,4,0,5,10,1,3,6,1,66,1,11,51,1,6,1,0,1,0,4,0,1,3,4,1,3,7,6,11,12,6
경기도 포천시,0,0,0,1,0,0,0,1,0,2,0,0,10,3,1,1,0,0,0,0,4,0,0,0,2,4,4,3,2,3,12,1,4,3,1,1,1,0,0,3,2,3,0,3,1,0,60,1,1,6,0,2,0,1,1,33,2,8,7,116,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,2,1,0,0,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,3,3,0,2,6,0,0,3,6,2,3,1,4,1,3,1,2,4,2,0,2,1,1,0,7,0,0,0,0,0,0,1,0,1,0,2,0,2,4,3,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1
경기도 하남시,0,2,0,0,2,2,0,0,0,6,2,1,0,1,0,0,2,0,0,0,3,7,2,8,2,3,21,4,2,7,36,0,6,8,18,8,2,5,3,1,5,4,3,4,10,6,6,7,4,0,2,14,8,5,0,8,9,5,6,4,338,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,2,4,1,0,0,0,1,0,0,2,0,0,2,0,2,1,0,0,2,0,2,0,0,0,0,1,0,0,0,21,80,1,9,15,11,7,3,6,2,8,9,6,5,11,11,6,66,4,13,11,6,7,3,2,0,0,1,0,1,2,0,0,0,0,2,0,3,5,6,2,0,4,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,5,0,0,0,0,1,1,0,0,0,0,1,0,4,1,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,3,2
경기도 화성시,0,4,0,0,1,2,0,0,0,8,2,0,3,8,2,0,4,1,2,0,3,7,6,5,1,11,12,4,20,12,16,1,25,30,20,17,111,95,47,57,30,31,35,21,37,12,8,2,3,2,108,54,31,25,15,6,13,9,91,3,18,1172,0,4,0,0,2,0,2,1,0,2,0,2,0,0,0,2,1,1,0,0,1,0,0,0,5,4,0,6,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,8,0,0,9,1,0,5,4,0,0,1,4,2,5,5,5,2,1,0,2,1,14,7,5,0,1,1,2,6,0,0,2,0,1,4,1,2,2,2,0,5,0,33,12,8,11,40,17,10,11,13,8,12,17,16,9,12,9,16,37,8,23,7,9,6,8,8,0,0,5,1,2,4,1,0,0,6,19,2,12,17,17,15,3,12,0,0,2,2,2,0,0,1,0,1,0,3,0,1,0,1,0,2,0,1,0,0,1,0,0,6,0,2,0,1,1,2,4,1,0,4,6,2,1,0,0,8,0,2,0,1,3,7,1,0,5,1,35,0,9,32,1,0,0,0,3,0,0,1,0,6,1,1,3,1,8,9,14,5
경상남도,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,229,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 거제시,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,2,0,3,0,6,0,2,0,3,0,0,0,0,0,0,2,1,0,2,0,0,0,2,13,0,3,4,0,262,2,3,18,1,1,3,0,5,0,10,1,3,7,11,10,2,14,0,3,0,0,0,5,2,0,4,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,7,1,2,2,0,0,4,0,1,3,1,3,1,0,7,6,4,20,3,5,20,2,9,12,1,6,9,1,2,5,0,1,2,2,1,5,7,1,2,0,0,4,3,1,5,0,0,1,2,2,3,0,3,1,1,2,0,0,5,4,1,4,1,0,0,0,2,1,0,4,1,3,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,1,0,0,1,1,1,0,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,1,0
경상남도 거창군,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,2,0,0,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,17,0,2,2,0,3,0,1,0,10,0,2,1,2,2,2,0,1,0,1,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,1,2,3,3,1,3,4,0,0,0,0,1,1,0,1,1,0,1,0,1,4,3,2,0,1,0,1,0,0,0,0,0,1,0,1,5,2,0,0,1,1,0,3,0,1,0,0,1,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
경상남도 고성군,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,4,2,0,0,3,0,1,0,8,0,5,3,1,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,4,2,1,4,1,2,2,1,0,2,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
경상남도 김해시,0,2,0,0,0,1,2,0,0,5,1,0,0,1,1,0,2,0,0,0,0,3,0,0,0,1,0,1,4,8,3,0,6,0,7,1,2,5,2,4,3,1,0,2,2,2,0,0,1,0,2,3,2,3,0,2,1,1,5,0,1,10,0,12,2,1,592,6,19,7,0,39,0,24,4,20,11,28,23,22,2,1,7,1,1,0,6,8,1,5,3,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,4,8,0,1,1,0,4,2,0,0,0,6,1,7,10,2,4,1,0,1,6,1,8,0,0,20,21,9,20,10,12,46,32,27,24,8,15,24,2,8,21,0,1,3,0,10,23,10,5,5,5,2,5,5,6,5,1,5,11,6,2,3,0,2,2,2,4,0,0,22,4,9,5,3,0,0,2,0,0,5,4,3,3,0,2,0,0,0,0,3,0,0,0,1,0,0,2,0,1,1,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,2,0,0,0,2,7,0,1,0,0,0,1,1,0,2,0,2,0,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2
경상남도 남해군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,11,0,2,0,0,0,3,0,0,1,2,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 밀양시,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,18,1,58,1,0,4,0,2,1,0,1,8,6,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,2,1,3,3,0,2,3,0,0,1,0,4,1,0,1,3,0,5,1,0,7,6,4,2,1,2,3,1,1,5,0,0,0,0,0,3,1,0,1,2,0,1,2,0,3,0,1,0,2,0,0,0,1,1,0,1,0,0,4,2,2,3,2,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
경상남도 사천시,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,2,0,1,1,0,1,2,0,1,3,0,3,2,4,7,3,4,91,1,3,1,41,1,2,3,4,5,2,5,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,2,1,3,0,3,5,2,3,1,0,3,0,1,0,4,0,0,0,1,2,2,0,0,1,0,0,1,4,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3
경상남도 산청군,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,4,1,0,13,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도 양산시,0,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,3,1,2,4,2,1,1,1,2,0,2,1,2,1,1,1,3,2,1,0,0,2,3,2,2,3,1,0,4,0,1,6,0,7,1,0,24,2,3,4,0,298,0,12,0,5,4,8,9,3,2,0,1,0,1,0,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,6,0,0,0,1,1,0,0,0,3,4,4,2,3,2,2,2,0,0,0,3,2,0,0,9,35,15,18,7,31,30,33,15,17,14,14,20,9,7,24,0,2,3,0,2,7,1,1,3,0,1,2,4,6,3,1,2,1,4,0,1,1,3,0,2,2,0,0,12,5,16,17,11,0,0,0,0,0,3,2,2,3,0,2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,2,0,0,0,0,3,0,3,0,3,2,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0
경상남도 의령군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,2,2,5,0,1,1,2,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
